mode,instanceId,expectedTruthfulReward,expectedShortcutReward,expectedRewardGap
psi=0.20,622,1208450.400000,1131147.150000,77303.25
psi=0.30,622,1305633.600000,1254098.100000,51535.5
baseline,623,1014084.000000,439024.250000,575059.75
psi=0.05,623,1062675.600000,545121.825000,517553.775
psi=0.10,623,1111267.200000,651219.400000,460047.80000000005
psi=0.20,623,1208450.400000,863414.550000,345035.84999999986
psi=0.30,623,1305633.600000,1075609.700000,230023.90000000014
baseline,624,1014084.000000,885245.250000,128838.75
psi=0.05,624,1062675.600000,946720.725000,115954.875
psi=0.10,624,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,624,1208450.400000,1131147.150000,77303.25
psi=0.30,624,1305633.600000,1254098.100000,51535.5
baseline,625,1741935.000000,1257352.500000,484582.5
psi=0.05,625,1717741.500000,1281617.250000,436124.25
psi=0.10,625,1693548.000000,1305882.000000,387666.0
psi=0.20,625,1645161.000000,1354411.500000,290749.49999999977
psi=0.30,625,1596774.000000,1402941.000000,193833.00000000023
baseline,626,885245.250000,1628048.500000,-742803.25
psi=0.05,626,946720.725000,1615243.650000,-668522.925
psi=0.10,626,1008196.200000,1602438.800000,-594242.6000000002
psi=0.20,626,1131147.150000,1576829.100000,-445681.9500000002
psi=0.30,626,1254098.100000,1551219.400000,-297121.2999999998
baseline,627,1014084.000000,1741935.000000,-727851.0
psi=0.05,627,1062675.600000,1717741.500000,-655065.8999999999
psi=0.10,627,1111267.200000,1693548.000000,-582280.7999999998
psi=0.20,627,1208450.400000,1645161.000000,-436710.59999999986
psi=0.30,627,1305633.600000,1596774.000000,-291140.40000000014
baseline,628,1741935.000000,705882.000000,1036053.0
psi=0.05,628,1717741.500000,785293.800000,932447.7000000001
psi=0.10,628,1693548.000000,864705.600000,828842.3999999999
psi=0.20,628,1645161.000000,1023529.200000,621631.7999999997
psi=0.30,628,1596774.000000,1182352.800000,414421.2000000004
baseline,629,1014084.000000,0.000000,1014084.0
psi=0.05,629,1062675.600000,150000.000000,912675.6000000001
psi=0.10,629,1111267.200000,300000.000000,811267.2000000002
psi=0.20,629,1208450.400000,600000.000000,608450.3999999999
psi=0.30,629,1305633.600000,900000.000000,405633.6000000001
baseline,630,1014084.000000,1033536.375000,-19452.375
psi=0.05,630,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,630,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,630,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,630,1305633.600000,1313414.550000,-7780.949999999953
baseline,631,1014084.000000,1257352.500000,-243268.5
psi=0.05,631,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,631,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,631,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,631,1305633.600000,1402941.000000,-97307.3999999999
baseline,632,1014084.000000,885245.250000,128838.75
psi=0.05,632,1062675.600000,946720.725000,115954.875
psi=0.10,632,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,632,1208450.400000,1131147.150000,77303.25
psi=0.30,632,1305633.600000,1254098.100000,51535.5
baseline,633,1741935.000000,0.000000,1741935.0
psi=0.05,633,1717741.500000,150000.000000,1567741.5
psi=0.10,633,1693548.000000,300000.000000,1393548.0
psi=0.20,633,1645161.000000,600000.000000,1045160.9999999998
psi=0.30,633,1596774.000000,900000.000000,696774.0000000002
baseline,634,1014084.000000,1628048.500000,-613964.5
psi=0.05,634,1062675.600000,1615243.650000,-552568.05
psi=0.10,634,1111267.200000,1602438.800000,-491171.6000000001
psi=0.20,634,1208450.400000,1576829.100000,-368378.7000000002
psi=0.30,634,1305633.600000,1551219.400000,-245585.7999999998
baseline,635,1014084.000000,439024.250000,575059.75
psi=0.05,635,1062675.600000,545121.825000,517553.775
psi=0.10,635,1111267.200000,651219.400000,460047.80000000005
psi=0.20,635,1208450.400000,863414.550000,345035.84999999986
psi=0.30,635,1305633.600000,1075609.700000,230023.90000000014
baseline,636,1014084.000000,1741935.000000,-727851.0
psi=0.05,636,1062675.600000,1717741.500000,-655065.8999999999
psi=0.10,636,1111267.200000,1693548.000000,-582280.7999999998
psi=0.20,636,1208450.400000,1645161.000000,-436710.59999999986
psi=0.30,636,1305633.600000,1596774.000000,-291140.40000000014
baseline,637,1014084.000000,885245.250000,128838.75
psi=0.05,637,1062675.600000,946720.725000,115954.875
psi=0.10,637,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,637,1208450.400000,1131147.150000,77303.25
psi=0.30,637,1305633.600000,1254098.100000,51535.5
baseline,638,1014084.000000,705882.000000,308202.0
psi=0.05,638,1062675.600000,785293.800000,277381.80000000016
psi=0.10,638,1111267.200000,864705.600000,246561.6000000001
psi=0.20,638,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,638,1305633.600000,1182352.800000,123280.80000000028
baseline,639,1014084.000000,580645.000000,433439.0
psi=0.05,639,1062675.600000,672580.500000,390095.1000000001
psi=0.10,639,1111267.200000,764516.000000,346751.2000000002
psi=0.20,639,1208450.400000,948387.000000,260063.3999999999
psi=0.30,639,1305633.600000,1132258.000000,173375.6000000001
baseline,640,1257352.500000,705882.000000,551470.5
psi=0.05,640,1281617.250000,785293.800000,496323.45000000007
psi=0.10,640,1305882.000000,864705.600000,441176.3999999999
psi=0.20,640,1354411.500000,1023529.200000,330882.29999999993
psi=0.30,640,1402941.000000,1182352.800000,220588.2000000002
baseline,641,1628048.500000,705882.000000,922166.5
psi=0.05,641,1615243.650000,785293.800000,829949.8500000002
psi=0.10,641,1602438.800000,864705.600000,737733.2000000002
psi=0.20,641,1576829.100000,1023529.200000,553299.9
psi=0.30,641,1551219.400000,1182352.800000,368866.6000000001
baseline,642,1014084.000000,705882.000000,308202.0
psi=0.05,642,1062675.600000,785293.800000,277381.80000000016
psi=0.10,642,1111267.200000,864705.600000,246561.6000000001
psi=0.20,642,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,642,1305633.600000,1182352.800000,123280.80000000028
baseline,643,1014084.000000,1033536.375000,-19452.375
psi=0.05,643,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,643,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,643,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,643,1305633.600000,1313414.550000,-7780.949999999953
baseline,644,1014084.000000,885245.250000,128838.75
psi=0.05,644,1062675.600000,946720.725000,115954.875
psi=0.10,644,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,644,1208450.400000,1131147.150000,77303.25
psi=0.30,644,1305633.600000,1254098.100000,51535.5
baseline,645,1014084.000000,1741935.000000,-727851.0
psi=0.05,645,1062675.600000,1717741.500000,-655065.8999999999
psi=0.10,645,1111267.200000,1693548.000000,-582280.7999999998
psi=0.20,645,1208450.400000,1645161.000000,-436710.59999999986
psi=0.30,645,1305633.600000,1596774.000000,-291140.40000000014
baseline,646,1628048.500000,705882.000000,922166.5
psi=0.05,646,1615243.650000,785293.800000,829949.8500000002
psi=0.10,646,1602438.800000,864705.600000,737733.2000000002
psi=0.20,646,1576829.100000,1023529.200000,553299.9
psi=0.30,646,1551219.400000,1182352.800000,368866.6000000001
baseline,647,1257352.500000,705882.000000,551470.5
psi=0.05,647,1281617.250000,785293.800000,496323.45000000007
psi=0.10,647,1305882.000000,864705.600000,441176.3999999999
psi=0.20,647,1354411.500000,1023529.200000,330882.29999999993
psi=0.30,647,1402941.000000,1182352.800000,220588.2000000002
baseline,648,1014084.000000,1257352.500000,-243268.5
psi=0.05,648,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,648,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,648,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,648,1305633.600000,1402941.000000,-97307.3999999999
baseline,649,1014084.000000,580645.000000,433439.0
psi=0.05,649,1062675.600000,672580.500000,390095.1000000001
psi=0.10,649,1111267.200000,764516.000000,346751.2000000002
psi=0.20,649,1208450.400000,948387.000000,260063.3999999999
psi=0.30,649,1305633.600000,1132258.000000,173375.6000000001
baseline,650,1014084.000000,439024.250000,575059.75
psi=0.05,650,1062675.600000,545121.825000,517553.775
psi=0.10,650,1111267.200000,651219.400000,460047.80000000005
psi=0.20,650,1208450.400000,863414.550000,345035.84999999986
psi=0.30,650,1305633.600000,1075609.700000,230023.90000000014
baseline,651,1014084.000000,885245.250000,128838.75
psi=0.05,651,1062675.600000,946720.725000,115954.875
psi=0.10,651,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,651,1208450.400000,1131147.150000,77303.25
psi=0.30,651,1305633.600000,1254098.100000,51535.5
baseline,652,1014084.000000,885245.250000,128838.75
psi=0.05,652,1062675.600000,946720.725000,115954.875
psi=0.10,652,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,652,1208450.400000,1131147.150000,77303.25
psi=0.30,652,1305633.600000,1254098.100000,51535.5
baseline,653,1014084.000000,705882.000000,308202.0
psi=0.05,653,1062675.600000,785293.800000,277381.80000000016
psi=0.10,653,1111267.200000,864705.600000,246561.6000000001
psi=0.20,653,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,653,1305633.600000,1182352.800000,123280.80000000028
baseline,654,1014084.000000,705882.000000,308202.0
psi=0.05,654,1062675.600000,785293.800000,277381.80000000016
psi=0.10,654,1111267.200000,864705.600000,246561.6000000001
psi=0.20,654,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,654,1305633.600000,1182352.800000,123280.80000000028
baseline,655,885245.250000,1033536.375000,-148291.125
psi=0.05,655,946720.725000,1080182.737500,-133462.01249999995
psi=0.10,655,1008196.200000,1126829.100000,-118632.90000000002
psi=0.20,655,1131147.150000,1220121.825000,-88974.67500000028
psi=0.30,655,1254098.100000,1313414.550000,-59316.44999999995
baseline,656,1014084.000000,0.000000,1014084.0
psi=0.05,656,1062675.600000,150000.000000,912675.6000000001
psi=0.10,656,1111267.200000,300000.000000,811267.2000000002
psi=0.20,656,1208450.400000,600000.000000,608450.3999999999
psi=0.30,656,1305633.600000,900000.000000,405633.6000000001
baseline,657,1014084.000000,1033536.375000,-19452.375
psi=0.05,657,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,657,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,657,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,657,1305633.600000,1313414.550000,-7780.949999999953
baseline,658,1014084.000000,1033536.375000,-19452.375
psi=0.05,658,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,658,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,658,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,658,1305633.600000,1313414.550000,-7780.949999999953
baseline,659,1014084.000000,705882.000000,308202.0
psi=0.05,659,1062675.600000,785293.800000,277381.80000000016
psi=0.10,659,1111267.200000,864705.600000,246561.6000000001
psi=0.20,659,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,659,1305633.600000,1182352.800000,123280.80000000028
baseline,660,1014084.000000,1257352.500000,-243268.5
psi=0.05,660,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,660,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,660,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,660,1305633.600000,1402941.000000,-97307.3999999999
baseline,661,885245.250000,1014084.000000,-128838.75
psi=0.05,661,946720.725000,1062675.600000,-115954.875
psi=0.10,661,1008196.200000,1111267.200000,-103071.00000000012
psi=0.20,661,1131147.150000,1208450.400000,-77303.25
psi=0.30,661,1254098.100000,1305633.600000,-51535.5
baseline,662,1741935.000000,439024.250000,1302910.75
psi=0.05,662,1717741.500000,545121.825000,1172619.6749999998
psi=0.10,662,1693548.000000,651219.400000,1042328.5999999999
psi=0.20,662,1645161.000000,863414.550000,781746.4499999997
psi=0.30,662,1596774.000000,1075609.700000,521164.3000000003
baseline,663,1014084.000000,1257352.500000,-243268.5
psi=0.05,663,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,663,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,663,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,663,1305633.600000,1402941.000000,-97307.3999999999
baseline,664,1014084.000000,885245.250000,128838.75
psi=0.05,664,1062675.600000,946720.725000,115954.875
psi=0.10,664,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,664,1208450.400000,1131147.150000,77303.25
psi=0.30,664,1305633.600000,1254098.100000,51535.5
baseline,665,1014084.000000,885245.250000,128838.75
psi=0.05,665,1062675.600000,946720.725000,115954.875
psi=0.10,665,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,665,1208450.400000,1131147.150000,77303.25
psi=0.30,665,1305633.600000,1254098.100000,51535.5
baseline,666,1014084.000000,1014084.000000,0.0
psi=0.05,666,1062675.600000,1062675.600000,0.0
psi=0.10,666,1111267.200000,1111267.200000,0.0
psi=0.20,666,1208450.400000,1208450.400000,0.0
psi=0.30,666,1305633.600000,1305633.600000,0.0
baseline,667,1014084.000000,705882.000000,308202.0
psi=0.05,667,1062675.600000,785293.800000,277381.80000000016
psi=0.10,667,1111267.200000,864705.600000,246561.6000000001
psi=0.20,667,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,667,1305633.600000,1182352.800000,123280.80000000028
baseline,668,1628048.500000,1014084.000000,613964.5
psi=0.05,668,1615243.650000,1062675.600000,552568.05
psi=0.10,668,1602438.800000,1111267.200000,491171.6000000001
psi=0.20,668,1576829.100000,1208450.400000,368378.7000000002
psi=0.30,668,1551219.400000,1305633.600000,245585.7999999998
baseline,669,885245.250000,1257352.500000,-372107.25
psi=0.05,669,946720.725000,1281617.250000,-334896.5249999999
psi=0.10,669,1008196.200000,1305882.000000,-297685.79999999993
psi=0.20,669,1131147.150000,1354411.500000,-223264.3500000001
psi=0.30,669,1254098.100000,1402941.000000,-148842.8999999999
baseline,670,885245.250000,705882.000000,179363.25
psi=0.05,670,946720.725000,785293.800000,161426.92500000016
psi=0.10,670,1008196.200000,864705.600000,143490.59999999998
psi=0.20,670,1131147.150000,1023529.200000,107617.94999999984
psi=0.30,670,1254098.100000,1182352.800000,71745.30000000028
baseline,671,1014084.000000,885245.250000,128838.75
psi=0.05,671,1062675.600000,946720.725000,115954.875
psi=0.10,671,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,671,1208450.400000,1131147.150000,77303.25
psi=0.30,671,1305633.600000,1254098.100000,51535.5
baseline,672,1014084.000000,0.000000,1014084.0
psi=0.05,672,1062675.600000,150000.000000,912675.6000000001
psi=0.10,672,1111267.200000,300000.000000,811267.2000000002
psi=0.20,672,1208450.400000,600000.000000,608450.3999999999
psi=0.30,672,1305633.600000,900000.000000,405633.6000000001
baseline,673,1257352.500000,705882.000000,551470.5
psi=0.05,673,1281617.250000,785293.800000,496323.45000000007
psi=0.10,673,1305882.000000,864705.600000,441176.3999999999
psi=0.20,673,1354411.500000,1023529.200000,330882.29999999993
psi=0.30,673,1402941.000000,1182352.800000,220588.2000000002
baseline,674,1014084.000000,439024.250000,575059.75
psi=0.05,674,1062675.600000,545121.825000,517553.775
psi=0.10,674,1111267.200000,651219.400000,460047.80000000005
psi=0.20,674,1208450.400000,863414.550000,345035.84999999986
psi=0.30,674,1305633.600000,1075609.700000,230023.90000000014
baseline,675,1257352.500000,885245.250000,372107.25
psi=0.05,675,1281617.250000,946720.725000,334896.5249999999
psi=0.10,675,1305882.000000,1008196.200000,297685.79999999993
psi=0.20,675,1354411.500000,1131147.150000,223264.3500000001
psi=0.30,675,1402941.000000,1254098.100000,148842.8999999999
baseline,676,1014084.000000,885245.250000,128838.75
psi=0.05,676,1062675.600000,946720.725000,115954.875
psi=0.10,676,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,676,1208450.400000,1131147.150000,77303.25
psi=0.30,676,1305633.600000,1254098.100000,51535.5
baseline,677,1628048.500000,705882.000000,922166.5
psi=0.05,677,1615243.650000,785293.800000,829949.8500000002
psi=0.10,677,1602438.800000,864705.600000,737733.2000000002
psi=0.20,677,1576829.100000,1023529.200000,553299.9
psi=0.30,677,1551219.400000,1182352.800000,368866.6000000001
baseline,678,1014084.000000,1628048.500000,-613964.5
psi=0.05,678,1062675.600000,1615243.650000,-552568.05
psi=0.10,678,1111267.200000,1602438.800000,-491171.6000000001
psi=0.20,678,1208450.400000,1576829.100000,-368378.7000000002
psi=0.30,678,1305633.600000,1551219.400000,-245585.7999999998
baseline,679,1628048.500000,705882.000000,922166.5
psi=0.05,679,1615243.650000,785293.800000,829949.8500000002
psi=0.10,679,1602438.800000,864705.600000,737733.2000000002
psi=0.20,679,1576829.100000,1023529.200000,553299.9
psi=0.30,679,1551219.400000,1182352.800000,368866.6000000001
baseline,680,1014084.000000,439024.250000,575059.75
psi=0.05,680,1062675.600000,545121.825000,517553.775
psi=0.10,680,1111267.200000,651219.400000,460047.80000000005
